"name","type","address","zip_code","state_ab","city","zip_code-2","lst","lon","mean","median","stdev","sum_w"
"Domino's Pizza","pizza","14234 Imperial Hwy","90638","CA","La Mirada","90638","33.9113984","-117.9989996",116058,96936,79934,"312.2796246"
"IHOP","tradamerican","15344 Whittier Blvd","90603",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Cabo Taco Baja Grill","mexican","15294 Rosecrans Ave","90638","CA","La Mirada","90638","33.9113984","-117.9989996",116058,96936,79934,"312.2796246"
"Ruby's Diner","diners","10109 Whittwood Dr","90603",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jo Peeps Ny Pizza","pizza","14450 Whittier Blvd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"McDonald's","hotdogs","3123 Hacienda Blvd","91745","CA","Hacienda Heights","91745","34.0113976","-117.9679362",65473,57321,46016,"462.1141461"
"Jimmy's Burgers","burgers","15849 Imperial Hwy","90638","CA","La Mirada","90638","33.9113984","-117.9989996",116058,96936,79934,"312.2796246"
"Aki-Los Tacos Truck","foodtrucks","14212 Mulberry Dr","90604","CA","Whittier","90604","33.9324918","-118.0266537",68760,62108,59694,"117.7944077"
"Panda Express","hotdogs","13471 Telegraph Rd.","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"McDonald's","hotdogs","1400 S Beach Blvd","90631","CA","La Habra","90631","33.9427646","-117.963138",80902,72539,45409,"191.3212402"
"Del Taco","mexican","13204 Imperial Hwy","90670","CA","Santa Fe Springs","90670","33.9548068","-118.0716366",76128,60661,43733,"188.9230546"
"Taco Bell","hotdogs","13410 Rosecrans Ave","90650","CA","Norwalk","90650","33.9278762","-118.0841626",79170,300000,46580,"196.6219953"
"Jersey Mike's Subs","hotdogs","13352 Telegraph Rd","90670","CA","Santa Fe Springs","90670","33.9548068","-118.0716366",76128,60661,43733,"188.9230546"
"Del Taco","hotdogs","15055 Imperial Hwy","90638","CA","La Mirada","90638","33.9113984","-117.9989996",116058,96936,79934,"312.2796246"
"Kalaveras","breakfast_brunch","13112 Philadelphia St","90601","CA","Whittier","90601","33.998845","-118.0628302",88766,78658,62006,"436.2382288"
"Burger King","hotdogs","12730 S La Mirada Blvd","90638","CA","La Mirada","90638","33.9113984","-117.9989996",116058,96936,79934,"312.2796246"
"Rey's Little Kitchen","breakfast_brunch","12320 Penn St","90602","CA","Whittier","90602","33.9760214","-118.008555",70285,48157,55732,"460.3211243"
"Jims Burgers","burgers","13844 Imperial Hwy","90638","CA","La Mirada","90638","33.9113984","-117.9989996",116058,96936,79934,"312.2796246"
"El Taco Sabroso","mexican","11503 Carmenita Rd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Flame Broiler","hotdogs","10633 Carmenita Rd","90670","CA","Santa Fe Springs","90670","33.9548068","-118.0716366",76128,60661,43733,"188.9230546"
"Juan's Rotisserie Chicken","chickenshop","12318 Valley View Ave","90604","CA","Whittier","90604","33.9324918","-118.0266537",68760,62108,59694,"117.7944077"
"Paraiso Juice Bar & Grill","juicebars","13914 Imperial Hwy","90604","CA","Whittier","90604","33.9324918","-118.0266537",68760,62108,59694,"117.7944077"
"Sam's Burgers","burgers","14525 Telegraph Rd","90638","CA","La Mirada","90638","33.9113984","-117.9989996",116058,96936,79934,"312.2796246"
"Taqueria Colima","mexican","15648 Leffingwell Rd","90604","CA","Whittier","90604","33.9324918","-118.0266537",68760,62108,59694,"117.7944077"
"Rosarito Taco Grill","mexican","16220 Whittier Blvd","90603",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"The Bee Hive","vitaminssupplements","13308 Whittier Blvd","90602","CA","Whittier","90602","33.9760214","-118.008555",70285,48157,55732,"460.3211243"
"La Chiva Loca Jr","mexican","7022 Greenleaf Ave","90602","CA","Whittier","90602","33.9760214","-118.008555",70285,48157,55732,"460.3211243"
"Pizza Hut","pizza","12218 La Mirada Blvd","90638","CA","La Mirada","90638","33.9113984","-117.9989996",116058,96936,79934,"312.2796246"
"J's Grill","breakfast_brunch","16347 Whittier Blvd","90603",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Papa Johns Pizza","pizza","14569 Telegraph Rd","90638","CA","La Mirada","90638","33.9113984","-117.9989996",116058,96936,79934,"312.2796246"
"McDonald's","hotdogs","14317 Valley View Ave","90670","CA","Santa Fe Springs","90670","33.9548068","-118.0716366",76128,60661,43733,"188.9230546"
"Steve's BBQ","bbq","7007 Greenleaf Ave","90602","CA","Whittier","90602","33.9760214","-118.008555",70285,48157,55732,"460.3211243"
"Red Robin Gourmet Burgers and Brews","burgers","15610 Whittier Blvd","90603",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"IHOP","tradamerican","15344 Whittier Blvd","90603",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"For The Win","burgers","12602 Hadley St","90601","CA","Whittier","90601","33.998845","-118.0628302",88766,78658,62006,"436.2382288"
"Little Caesars Pizza","pizza","11117 Santa Gertrudes Ave","90604","CA","Whittier","90604","33.9324918","-118.0266537",68760,62108,59694,"117.7944077"
"Bizarra Capital","mexican","12706 Philadelphia St","90602","CA","Whittier","90602","33.9760214","-118.008555",70285,48157,55732,"460.3211243"
"Pizza Hut","pizza","11550 Whittier Blvd","90601","CA","Whittier","90601","33.998845","-118.0628302",88766,78658,62006,"436.2382288"
"Subway","sandwiches","15030 Whittier Blvd","90603",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Eagles' Nest","delis","13800 Biola Ave","90638","CA","La Mirada","90638","33.9113984","-117.9989996",116058,96936,79934,"312.2796246"
"Ortega's Fish & Grill","seafood","15660 Leffingwell Rd","90604","CA","Whittier","90604","33.9324918","-118.0266537",68760,62108,59694,"117.7944077"
"Pizza Hut","pizza","13525 Telegraph Rd C","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Domino's Pizza","pizza","14712 Whittier Blvd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Greenleaf Cafe","breakfast_brunch","7203 Greenleaf Ave","90602","CA","Whittier","90602","33.9760214","-118.008555",70285,48157,55732,"460.3211243"
"Olive Garden Italian Restaurant","italian","13500 Whittier Blvd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Jim's Burgers","burgers","12949 Rosecrans Ave","90650","CA","Norwalk","90650","33.9278762","-118.0841626",79170,300000,46580,"196.6219953"
"Orchards Bbq and Grill","bbq","16214  Whittier Blvd","90603",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"KFC","hotdogs","12959 Rosecrans Ave","90650","CA","Norwalk","90650","33.9278762","-118.0841626",79170,300000,46580,"196.6219953"
"Burger King","burgers","13400 Rosecrans Ave","90650","CA","Norwalk","90650","33.9278762","-118.0841626",79170,300000,46580,"196.6219953"
"Subway","sandwiches","14356 Telegraph Rd","90604","CA","Whittier","90604","33.9324918","-118.0266537",68760,62108,59694,"117.7944077"
"Little Caesars Pizza","pizza","13403-A Telegraph Road","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Mimi's Cafe","french","15436 E Whittier Blvd","90603",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Mariscos Mazatlan","mexican","13345 Telegraph Rd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Pepe's Finest Mexican Food","mexican","9020 Telegraph Rd","90240","CA","Downey","90240","33.9502684","-118.1063383",125282,300000,78348,"95.62709943"
"Carl's Jr","hotdogs","13157 Telegraph Rd","90670","CA","Santa Fe Springs","90670","33.9548068","-118.0716366",76128,60661,43733,"188.9230546"
"Burrito Track No 2","mexican","10027 Mills Ave","90604","CA","Whittier","90604","33.9324918","-118.0266537",68760,62108,59694,"117.7944077"
"Five Guys","burgers","10140 Carmenita Rd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Del Taco","mexican","8650 Washington Blvd","90660","CA","Pico Rivera","90660","34.0139543","-118.0739967",75490,73063,43795,"245.5867811"
"Azteca Red Taco","mexican","9532 Whittier Blvd","90660","CA","Pico Rivera","90660","34.0139543","-118.0739967",75490,73063,43795,"245.5867811"
"Panda Express","chinese","8943 Washington Blvd.","90660","CA","Pico Rivera","90660","34.0139543","-118.0739967",75490,73063,43795,"245.5867811"
"Burger King","hotdogs","8890 Whittier Blvd","90660","CA","Pico Rivera","90660","34.0139543","-118.0739967",75490,73063,43795,"245.5867811"
"Baja 2000","hotdogs","12215 Telegraph Rd","90670","CA","Santa Fe Springs","90670","33.9548068","-118.0716366",76128,60661,43733,"188.9230546"
"McDonald's","hotdogs","8913 Washington Blvd","90660","CA","Pico Rivera","90660","34.0139543","-118.0739967",75490,73063,43795,"245.5867811"
"El Pollo Loco","hotdogs","9431 Slauson Ave","90660","CA","Pico Rivera","90660","34.0139543","-118.0739967",75490,73063,43795,"245.5867811"
"Greenleaf Cafe","breakfast_brunch","7203 Greenleaf Ave","90602","CA","Whittier","90602","33.9760214","-118.008555",70285,48157,55732,"460.3211243"
"Corner Bakery","salad","13515 Whittier Blvd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Teriyaki Express","japanese","12215 Telegraph Rd","90670","CA","Santa Fe Springs","90670","33.9548068","-118.0716366",76128,60661,43733,"188.9230546"
"Burger King","burgers","8845 S Painter St","90602","CA","Whittier","90602","33.9760214","-118.008555",70285,48157,55732,"460.3211243"
"Steak Corral","steak","11605 Washington Blvd","90606","CA","Whittier","90606","33.9775294","-118.0729448",73814,58849,55841,"173.8921218"
"Vargas Mexicatessen","delis","4608 Durfee Ave","90660","CA","Pico Rivera","90660","34.0139543","-118.0739967",75490,73063,43795,"245.5867811"
"Jersey Mike's Subs","delis","535 N Montebello Blvd","90640","CA","Montebello","90640","34.020019","-118.1126395",64591,49628,52342,"244.1907105"
"Burger oliBella","burgers","10320 Painter Ave","90670","CA","Santa Fe Springs","90670","33.9548068","-118.0716366",76128,60661,43733,"188.9230546"
"Taco Bell","hotdogs","10551 Carmenita Rd","90670","CA","Santa Fe Springs","90670","33.9548068","-118.0716366",76128,60661,43733,"188.9230546"
"Clearman's Steak 'N Stein","steak","9545 Whittier Blvd","90660","CA","Pico Rivera","90660","34.0139543","-118.0739967",75490,73063,43795,"245.5867811"
"Del Taco","mexican","9719 Carmenita Rd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"KFC","hotdogs","320 West Beverly Road","90640","CA","Montebello","90640","34.020019","-118.1126395",64591,49628,52342,"244.1907105"
"Golden Ox Burgers","burgers","902 W Whittier Blvd","90640","CA","Montebello","90640","34.020019","-118.1126395",64591,49628,52342,"244.1907105"
"Little Caesars Pizza","pizza","7922 Norwalk Blvd","90606","CA","Whittier","90606","33.9775294","-118.0729448",73814,58849,55841,"173.8921218"
"WaBa Grill","hotdogs","10138 Carmenita Rd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Frumentos Italian Deli","delis","214 W Beverly Blvd","90640","CA","Montebello","90640","34.020019","-118.1126395",64591,49628,52342,"244.1907105"
"Jersey Mike's Subs","sandwiches","13809 E Whittier Blvd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Zankou Chicken","mediterranean","125 N Montebello Blvd","90640","CA","Montebello","90640","34.020019","-118.1126395",64591,49628,52342,"244.1907105"
"Dal Rae Restaurant","steak","9023 Washington Blvd","90660","CA","Pico Rivera","90660","34.0139543","-118.0739967",75490,73063,43795,"245.5867811"
"Yoshinoya","japanese","5076 Rosemead Blvd.","90660","CA","Pico Rivera","90660","34.0139543","-118.0739967",75490,73063,43795,"245.5867811"
"WaBa Grill","hotdogs","9416 Slauson Ave","90660","CA","Pico Rivera","90660","34.0139543","-118.0739967",75490,73063,43795,"245.5867811"
"Papa Johns Pizza","pizza","4500 Rosemead Blvd","90660","CA","Pico Rivera","90660","34.0139543","-118.0739967",75490,73063,43795,"245.5867811"
"Wingstop","chicken_wings","13345 Telegraph Rd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Chipotle Mexican Grill","mexican","545 N Montebello Blvd","90640","CA","Montebello","90640","34.020019","-118.1126395",64591,49628,52342,"244.1907105"
"Chipotle Mexican Grill","mexican","10120 Carmenita Rd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"IHOP","breakfast_brunch","11139 Washington Blvd","90606","CA","Whittier","90606","33.9775294","-118.0729448",73814,58849,55841,"173.8921218"
"Tacos El Chilango","mexican","9510 Whittier Blvd","90660","CA","Pico Rivera","90660","34.0139543","-118.0739967",75490,73063,43795,"245.5867811"
"Little Caesars Pizza","pizza","12726 Hadley Street #101","90601","CA","Whittier","90601","33.998845","-118.0628302",88766,78658,62006,"436.2382288"
"Fusion Wings","chicken_wings","1001 W Beverly Blvd","90640","CA","Montebello","90640","34.020019","-118.1126395",64591,49628,52342,"244.1907105"
"KFC","chickenshop","8646 E Whittier Blvd","90660","CA","Pico Rivera","90660","34.0139543","-118.0739967",75490,73063,43795,"245.5867811"
"Taqueria El Atacor","mexican","11156 1/2 Whittier Blvd","90606","CA","Whittier","90606","33.9775294","-118.0729448",73814,58849,55841,"173.8921218"
"The Bee Hive","vitaminssupplements","13308 Whittier Blvd","90602","CA","Whittier","90602","33.9760214","-118.008555",70285,48157,55732,"460.3211243"
"Zumayas Mexican Cafe","mexican","7317 Greenleaf Ave","90602","CA","Whittier","90602","33.9760214","-118.008555",70285,48157,55732,"460.3211243"
"Jamba","juicebars","8884 Whittier Blvd","90660","CA","Pico Rivera","90660","34.0139543","-118.0739967",75490,73063,43795,"245.5867811"
"El Pollo Loco","mexican","10100 Carmenita Rd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Don Chente Bar & Grill","mexican","8538 Whittier Blvd","90660","CA","Pico Rivera","90660","34.0139543","-118.0739967",75490,73063,43795,"245.5867811"
"Everytable","hotdogs","8602 Whittier Blvd","90660","CA","Pico Rivera","90660","34.0139543","-118.0739967",75490,73063,43795,"245.5867811"
"Subway","sandwiches","7920 Norwalk Blvd","90606","CA","Whittier","90606","33.9775294","-118.0729448",73814,58849,55841,"173.8921218"
"Panda Express","hotdogs","13471 Telegraph Rd.","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Paul's Place","breakfast_brunch","10501 Knott Ave","90630","CA","Cypress","90630","33.8205123","-118.0500218",166830,300000,73524,"69.55940713"
"Panda Express","hotdogs","5825 Lincoln Avenue","90620","CA","Buena Park","90620","33.8305662","-118.0297412",85543,73636,55575,"373.8468052"
"El Pollo Loco","hotdogs","1201 S Beach Blvd","92804","CA","Anaheim","92804","33.8247012","-117.9977753",68606,300000,49598,"341.8563205"
"Tacos San Pedro","mexican","3060 W Lincoln Ave","92801","CA","Anaheim","92801","33.8507453","-117.933024",55521,47315,38922,"294.8583218"
"Rock & Brews - Buena Park","newamerican","7777 Beach Blvd","90620","CA","Buena Park","90620","33.8305662","-118.0297412",85543,73636,55575,"373.8468052"
"Juanito's Mexican Food","mexican","5500 Lincoln Ave","90630","CA","Cypress","90630","33.8205123","-118.0500218",166830,300000,73524,"69.55940713"
"Five Guys Burgers and Fries","burgers","10832 Knott Ave","90680","CA","Stanton","90680","33.8101182","-117.9975952",70632,47046,59931,"530.8125863"
"Jersey Mike's Subs","sandwiches","5974 Orangethorpe Ave","90620","CA","Buena Park","90620","33.8305662","-118.0297412",85543,73636,55575,"373.8468052"
"Taco Bell","hotdogs","3270 W. Lincoln Ave.","92801","CA","Anaheim","92801","33.8507453","-117.933024",55521,47315,38922,"294.8583218"
"Del Taco","tacos","3181 W Lincoln Ave","92801","CA","Anaheim","92801","33.8507453","-117.933024",55521,47315,38922,"294.8583218"
"Jongro Kimbap","korean","4883 La Palma Ave","90623",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Carl's Jr","burgers","5930 Cerritos Ave","90630","CA","Cypress","90630","33.8205123","-118.0500218",166830,300000,73524,"69.55940713"
"Coffee Code","coffee","7855 La Palma Ave","90620","CA","Buena Park","90620","33.8305662","-118.0297412",85543,73636,55575,"373.8468052"
"Jimmy John's","sandwiches","30 Centerpointe Dr","90623",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Taqueria HOY!","mexican","1019 N Magnolia Ave","92804","CA","Anaheim","92804","33.8247012","-117.9977753",68606,300000,49598,"341.8563205"
"The Poke Co & Wings","poke","13293 South St","90703","CA","Cerritos","90703","33.8767524","-118.0551677",106789,96089,69002,"282.3141368"
"CJ Deli","salad","5491 Ball Rd","90630","CA","Cypress","90630","33.8205123","-118.0500218",166830,300000,73524,"69.55940713"
"bb.q Chicken - Buena Park","chicken_wings","5260 Beach Blvd","90621","CA","Buena Park","90621","33.8686559","-117.9934929",57935,52358,41303,"338.9824403"
"Burger King","hotdogs","5545 Orangethorpe Ave","90623",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Fresh Bagels & Cafe","bagels","6011 Lincoln Ave","90620","CA","Buena Park","90620","33.8305662","-118.0297412",85543,73636,55575,"373.8468052"
"KoKo Chicken & BBQ","chicken_wings","5511 Orangethorpe Ave","90623",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Chipotle Mexican Grill","mexican","5976 Orangethorpe Ave","90620","CA","Buena Park","90620","33.8305662","-118.0297412",85543,73636,55575,"373.8468052"
"Wienerschnitzel","hotdogs","2569 W Ball Rd","92804","CA","Anaheim","92804","33.8247012","-117.9977753",68606,300000,49598,"341.8563205"
"El Pollo Loco","hotdogs","5959 W Cerritos Blvd","90630","CA","Cypress","90630","33.8205123","-118.0500218",166830,300000,73524,"69.55940713"
"Claim Jumper Steakhouse & Bar","tradamerican","7971 Beach Blvd","90620","CA","Buena Park","90620","33.8305662","-118.0297412",85543,73636,55575,"373.8468052"
"Taco Zone","mexican","10401 Beach Blvd","90680","CA","Stanton","90680","33.8101182","-117.9975952",70632,47046,59931,"530.8125863"
"Nice Burger","vegan","7104 Katella Ave","90680","CA","Stanton","90680","33.8101182","-117.9975952",70632,47046,59931,"530.8125863"
